89 500
48 11 2504
50 11 2505
35 11 2505
38 4 2505
39 11 2505
23 11 2505
23 62 2505
51 26 2506
4 38 2508
4 49 2508
43 40 2521
43 40 2521
43 70 2522
43 56 2522
54 14 2523
44 11 2523
19 16 2523
19 25 2523
19 64 2523
19 9 2523
19 85 2523
19 1 2523
19 35 2523
11 43 2523
62 29 2523
11 48 2524
11 50 2524
11 35 2524
11 23 2524
11 44 2524
35 22 2525
83 1 2526
43 39 2526
80 25 2526
23 39 2526
80 11 2527
87 39 2527
39 43 2527
25 11 2527
39 80 2527
39 37 2527
14 54 2528
14 35 2528
33 84 2528
11 61 2528
38 4 2530
29 1 2545
43 50 2546
43 49 2546
43 80 2546
43 56 2546
43 67 2546
43 70 2546
83 56 2547
61 11 2547
23 1 2547
30 63 2547
67 43 2548
35 64 2548
35 25 2548
4 55 2548
60 16 2549
22 11 2549
14 33 2550
14 13 2550
83 56 2552
14 44 2552
43 49 2552
62 23 2552
83 23 2556
23 30 2556
23 9 2556
23 58 2556
23 60 2558
64 19 2569
23 62 2569
62 1 2570
54 14 2570
80 39 2570
26 51 2570
77 61 2573
56 83 2573
43 49 2574
26 46 2574
26 27 2574
26 35 2574
77 61 2574
25 35 2576
85 1 2578
33 84 2594
33 3 2594
11 48 2595
54 24 2595
80 70 2595
80 43 2595
60 30 2596
60 30 2596
24 54 2597
54 24 2597
48 54 2598
16 61 2598
52 62 2599
77 15 2599
23 60 2599
16 60 2600
16 64 2600
33 84 2665
54 49 2666
30 60 2666
54 49 2666
23 60 2669
54 48 2670
52 57 2671
1 85 2672
49 11 2673
50 65 2673
57 24 2675
57 26 2675
57 35 2675
23 55 2676
15 70 2689
16 64 2689
16 1 2689
19 16 2689
77 60 2690
51 26 2691
46 1 2691
85 1 2691
83 1 2691
11 49 2691
83 56 2692
23 62 2692
35 16 2692
57 26 2693
57 26 2693
57 24 2693
57 46 2693
62 23 2695
49 43 2695
49 54 2695
54 67 2695
54 67 2696
57 24 2697
57 26 2697
57 80 2697
49 56 2697
84 88 2699
80 70 2699
67 54 2713
35 39 2714
62 11 2714
49 67 2714
49 15 2715
48 54 2715
57 52 2715
48 25 2716
77 49 2716
49 77 2716
25 48 2716
48 25 2716
57 24 2717
57 46 2717
57 26 2717
54 60 2717
54 48 2717
48 54 2717
24 26 2718
24 35 2718
24 57 2718
24 46 2718
25 48 2718
14 15 2718
54 48 2718
24 50 2718
25 48 2718
49 56 2719
52 57 2720
80 49 2720
64 16 2720
80 25 2720
43 49 2721
64 16 2721
43 16 2722
83 1 2723
11 48 2738
52 57 2738
85 46 2738
19 25 2738
48 11 2738
48 54 2738
19 25 2738
11 48 2739
54 48 2739
52 62 2739
62 52 2741
52 62 2741
62 52 2741
25 35 2742
71 66 2742
71 8 2742
71 30 2742
71 66 2742
71 23 2742
71 30 2742
71 8 2742
71 66 2742
71 30 2742
71 8 2743
71 66 2743
71 30 2743
71 66 2743
71 8 2743
71 30 2743
71 87 2743
87 83 2743
19 1 2744
9 17 2745
80 25 2745
84 52 2746
48 11 2747
49 43 2762
60 54 2762
62 23 2762
84 88 2763
48 11 2763
25 49 2763
49 25 2763
11 48 2763
54 60 2763
11 60 2764
35 23 2765
35 21 2765
35 87 2765
35 58 2765
35 30 2765
52 84 2765
48 61 2765
87 35 2765
52 84 2765
85 16 2766
85 37 2766
83 56 2766
85 30 2766
85 25 2766
25 44 2766
18 63 2767
30 35 2767
49 54 2767
39 1 2767
83 85 2768
49 86 2768
1 39 2770
35 49 2833
39 1 2833
67 54 2833
83 87 2833
49 80 2835
14 15 2835
38 4 2836
64 16 2837
51 38 2838
51 46 2838
51 26 2838
51 27 2838
51 37 2838
61 56 2838
24 83 2839
77 15 2840
83 87 2841
71 8 2859
71 66 2859
71 8 2860
71 66 2860
71 30 2860
71 8 2860
71 66 2860
71 30 2860
71 66 2860
71 30 2860
71 8 2860
18 71 2860
71 66 2860
77 60 2860
77 86 2860
87 83 2860
16 64 2860
4 38 2861
86 15 2862
77 86 2862
25 80 2864
49 43 2864
51 26 2865
84 52 2865
70 19 2881
52 57 2881
35 9 2883
35 58 2883
35 63 2883
35 17 2883
35 23 2883
35 46 2883
35 26 2883
86 15 2884
26 35 2884
4 38 2885
19 35 2886
70 19 2887
24 57 2888
25 24 2888
85 83 2891
35 19 2906
87 83 2907
83 1 2908
56 83 2908
14 44 2908
14 13 2908
48 25 2908
37 85 2910
29 62 2910
57 46 2911
57 24 2911
57 26 2911
57 35 2911
57 24 2913
71 66 2914
71 30 2914
88 14 2929
88 15 2929
49 30 2930
49 87 2930
77 15 2930
49 23 2930
49 21 2930
49 58 2930
49 35 2930
35 49 2930
48 24 2931
30 67 2932
88 79 2932
83 1 2933
1 83 2933
24 50 2933
83 1 2933
14 88 2933
67 30 2933
16 25 2934
71 88 2935
71 8 2935
71 60 2935
71 23 2935
71 7 2935
71 62 2935
71 66 2935
71 21 2935
71 44 2935
71 81 2935
71 30 2935
49 78 2935
49 64 2936
49 86 2936
1 18 2937
80 1 2940
33 84 2962
85 46 3001
18 1 3002
49 67 3003
49 54 3003
14 11 3003
62 49 3004
62 21 3004
62 44 3004
62 81 3004
62 69 3004
62 30 3004
62 88 3004
62 60 3004
62 23 3004
62 7 3004
62 5 3004
62 66 3004
64 1 3004
50 43 3006
80 25 3007
35 26 3008
0 1 3008
0 64 3008
26 35 3009
35 58 3009
35 30 3009
35 23 3009
35 21 3009
35 87 3009
87 35 3010
85 83 3010
85 64 3010
85 31 3010
85 1 3010
14 25 3011
14 16 3011
14 35 3011
25 77 3011
30 23 3027
30 21 3027
30 87 3027
30 35 3027
30 58 3027
54 67 3027
87 30 3028
87 30 3028
23 46 3028
35 14 3028
23 62 3028
54 67 3029
22 29 3029
22 29 3029
22 29 3029
31 68 3030
31 68 3030
67 54 3031
25 85 3033
84 52 3033
48 54 3033
48 67 3033
46 23 3035
26 24 3049
26 35 3049
26 57 3049
26 46 3049
54 48 3049
67 54 3051
29 62 3051
48 54 3051
54 48 3052
56 50 3052
71 30 3052
71 66 3052
48 54 3052
52 57 3053
52 57 3053
43 54 3053
52 57 3053
33 84 3054
85 46 3055
85 53 3055
85 25 3057
57 52 3059
0 64 3073
0 70 3073
80 39 3075
39 80 3075
61 31 3077
61 56 3077
61 68 3077
61 37 3077
61 77 3077
61 56 3077
61 31 3077
61 68 3077
61 37 3077
61 77 3077
48 43 3080
46 23 3080
52 50 3101
52 57 3101
80 32 3104
80 41 3104
80 76 3107
8 66 3216
8 71 3216
54 48 3216
17 8 3217
54 48 3217
43 56 3219
22 3 3219
30 60 3220
54 49 3222
71 8 3222
87 49 3223
43 49 3223
49 43 3224
26 85 3226
29 60 3226
26 18 3227
26 46 3227
26 27 3227
18 26 3241
35 1 3243
1 35 3243
83 39 3243
83 56 3243
39 83 3244
30 60 3244
77 60 3245
67 49 3247
16 64 3247
11 61 3257
11 39 3257
1 18 3265
43 49 3266
54 32 3266
83 1 3266
23 30 3266
23 88 3266
23 60 3266
23 7 3266
23 59 3266
23 62 3266
23 5 3266
23 66 3266
23 21 3266
23 44 3266
23 81 3266
23 69 3266
54 60 3267
32 54 3267
14 35 3268
44 66 3268
49 77 3269
48 54 3270
35 14 3270
77 49 3271
83 56 3271
49 43 3271
83 56 3271
88 61 3271
56 49 3271
54 48 3272
54 32 3272
54 52 3272
48 54 3272
60 62 3272
52 17 3272
52 57 3272
52 84 3272
52 50 3272
83 87 3272
57 52 3272
50 52 3273
85 30 3273
85 30 3273
30 60 3273
33 84 3274
32 61 3291
57 61 3291
29 61 3291
21 66 3291
8 61 3291
52 61 3292
57 61 3292
70 19 3293
1 18 3293
1 64 3293
30 67 3295
84 52 3296
49 43 3297
48 54 3297
60 49 3314
77 60 3314
60 16 3314
60 67 3314
60 54 3314
60 15 3314
58 71 3315
54 67 3316
60 16 3317
14 35 3317
9 61 3317
67 54 3317
2 54 3317
71 66 3319
71 8 3319
71 30 3319
71 58 3319
71 63 3319
35 14 3320
35 16 3320
43 56 3323
7 60 3364
26 24 3385
26 46 3385
26 27 3385
26 57 3385
54 67 3385
67 54 3386
32 54 3389
16 60 3390
57 84 3391
57 50 3391
57 17 3391
48 54 3393
35 25 3393
49 60 3394
60 49 3394
36 60 3395
16 60 3395
85 30 3409
83 1 3410
57 46 3411
57 24 3411
57 26 3411
57 65 3411
57 35 3411
57 26 3412
1 83 3412
80 25 3413
0 71 3415
19 16 3415
58 60 3416
60 30 3419
48 60 3433
48 54 3433
30 60 3433
14 16 3434
14 25 3434
14 35 3434
71 66 3435
71 8 3435
71 66 3435
71 58 3435
71 30 3435
71 63 3435
49 43 3436
35 14 3437
26 24 3437
26 27 3437
26 57 3437
26 46 3437
48 54 3438
60 25 3439
11 58 3440
25 60 3443
52 54 3458
43 49 3460
60 25 3461
54 67 3461
88 39 3462
39 88 3462
35 61 3462
67 54 3462
54 60 3463
49 87 3463
52 57 3463
48 54 3463
48 24 3463
52 54 3463
54 52 3464
43 56 3464
23 21 3464
23 87 3464
23 35 3464
23 58 3464
23 30 3464
52 54 3464
52 57 3464
49 12 3464
12 49 3465
77 60 3482
43 49 3482
49 48 3482
60 15 3482
49 23 3483
64 19 3483
49 12 3483
49 85 3483
49 11 3483
49 80 3483
57 24 3483
57 26 3483
57 65 3483
57 46 3483
87 30 3484
60 15 3485
54 67 3485
49 25 3486
49 60 3486
80 25 3487
53 60 3488
33 84 3489
33 84 3489
25 49 3490
71 8 3512
71 66 3512
83 1 3553
18 13 3553
14 44 3556
14 13 3556
0 1 3558
70 19 3558
70 0 3558
70 0 3558
70 19 3558
70 0 3558
70 19 3558
70 0 3558
70 19 3558
70 0 3558
70 19 3558
70 19 3558
70 0 3558
83 39 3558
60 16 3559
60 67 3559
60 54 3559
60 15 3559
21 30 3560
57 26 3560
80 70 3560
51 26 3562
51 39 3562
25 15 3563
39 51 3577
77 25 3577
77 60 3578
33 84 3578
60 15 3578
61 67 3579
77 60 3579
70 80 3580
80 70 3580
80 70 3580
44 30 3581
44 30 3581
25 16 3581
21 30 3582
23 30 3583
78 39 3583
49 15 3585
30 60 3585
49 50 3587
60 30 3588
60 16 3588
60 54 3588
60 15 3588
60 67 3588
43 49 3601
43 80 3601
43 56 3601
43 67 3601
43 50 3601
57 24 3603
57 65 3603
57 26 3603
57 46 3603
50 49 3603
49 50 3603
49 54 3603
26 18 3604
26 46 3604
26 27 3604
25 78 3606
49 70 3607
77 52 3608
80 57 3608
52 77 3608
49 54 3608
77 52 3609
69 30 3625
69 60 3625
60 69 3626
52 84 3627
52 50 3627
52 57 3627
52 17 3627
66 88 3628
84 52 3628
57 52 3628
50 52 3628
14 35 3629
26 27 3630
49 70 3630
35 16 3632
17 52 3632
49 80 3633
43 49 3633
43 61 3650
54 67 3653
54 49 3653
54 49 3653
56 43 3653
49 54 3654
71 8 3654
71 66 3654
71 58 3654
71 30 3654
71 58 3654
71 30 3654
71 8 3654
71 23 3654
71 66 3654
71 8 3654
71 66 3654
71 0 3654
83 56 3654
61 56 3654
56 83 3655
52 62 3655
82 0 3656
82 0 3656
49 50 3656
50 49 3657
67 54 3708
54 67 3720
80 25 3724
52 57 3725
39 24 3729
84 17 3729
8 17 3729
24 39 3729
16 60 3732
54 25 3745
51 26 3745
77 61 3746
25 54 3746
87 83 3746
83 85 3746
83 1 3746
39 24 3747
48 54 3748
54 23 3748
48 54 3748
77 61 3749
66 71 3750
25 80 3751
71 66 3752
71 8 3752
71 0 3752
71 30 3752
30 39 3752
30 58 3752
71 30 3752
71 8 3752
71 8 3752
71 66 3752
63 84 3753
64 16 3753
83 56 3754
56 83 3754
24 39 3754
14 35 3756
14 16 3756
14 25 3756
0 71 3769
60 54 3770
60 48 3770
60 15 3770
12 11 3770
25 14 3770
57 46 3770
57 24 3770
57 26 3770
57 65 3770
57 35 3770
83 1 3771
70 43 3771
25 80 3772
49 43 3773
25 80 3774
48 24 3775
52 57 3776
24 48 3776
77 49 3776
52 57 3777
49 43 3778
9 8 3793
9 58 3793
48 11 3796
48 30 3796
54 78 3796
70 19 3797
70 0 3797
30 48 3797
70 19 3797
70 0 3797
71 58 3797
71 66 3797
71 0 3797
71 8 3797
71 23 3797
71 66 3797
71 0 3797
71 58 3797
71 66 3797
71 0 3797
71 0 3797
71 66 3797
57 52 3798
11 48 3799
11 12 3799
17 18 3800
8 17 3800
8 17 3800
22 37 3800
1 85 3800
64 16 3803
16 64 3803
50 80 3805
38 4 3807
39 24 3817
78 54 3818
24 39 3818
67 49 3818
67 54 3818
77 25 3819
16 61 3820
64 16 3820
11 49 3821
29 60 3821
16 49 3821
24 26 3821
24 46 3821
24 57 3821
49 11 3821
49 16 3822
4 16 3823
16 4 3824
52 4 3824
52 67 3825
25 80 3826
43 49 3844
60 49 3889
30 60 3890
38 4 3890
23 60 3891
60 30 3891
49 43 3892
49 56 3892
18 13 3892
25 60 3892
37 38 3893
37 26 3893
37 4 3893
37 53 3893
21 60 3893
37 46 3893
37 18 3893
85 16 3894
0 82 3896
0 82 3896
82 0 3896
71 66 3896
71 8 3896
71 66 3896
71 8 3896
1 83 3897
8 17 3913
26 24 3913
11 58 3914
26 46 3914
26 57 3914
26 27 3914
26 24 3914
26 27 3914
26 57 3914
26 24 3914
26 46 3914
14 54 3914
19 16 3914
61 38 3914
35 23 3915
88 60 3915
9 15 3915
14 33 3915
14 13 3915
35 14 3915
23 35 3915
77 61 3916
25 80 3916
48 54 3916
0 39 3916
11 58 3916
54 48 3916
30 60 3917
77 9 3917
67 54 3918
1 64 3918
26 27 3918
26 27 3918
49 43 3918
33 84 3919
33 3 3919
33 84 3919
57 46 3919
57 26 3919
57 24 3919
14 35 3919
33 84 3919
14 15 3919
57 24 3919
24 57 3920
49 46 3920
48 54 3920
43 49 3920
64 16 3920
26 57 3924
35 14 3927
35 14 3927
3 22 3927
67 25 3937
0 82 3937
0 39 3937
48 12 3937
0 89 3937
67 49 3938
1 39 3938
39 1 3938
48 54 3938
54 48 3938
19 25 3938
48 54 3939
83 87 3939
83 56 3939
48 54 3939
54 48 3939
48 54 3939
49 43 3939
43 49 3939
66 8 3940
25 60 3940
49 43 3940
84 52 3940
30 44 3940
71 66 3940
71 8 3940
71 66 3940
71 8 3940
71 8 3941
71 0 3941
71 66 3941
54 48 3941
16 64 3941
60 15 3941
52 84 3941
21 60 3942
49 14 3942
24 26 3942
49 54 3942
70 85 3942
43 67 3942
67 44 3943
83 19 3943
67 19 3943
77 16 3944
49 54 3945
35 14 3945
49 67 3945
35 14 3945
38 4 3945
4 38 3946
71 0 3946
71 66 3946
71 30 3946
64 16 3946
64 16 3946
64 16 3947
38 4 3947
4 38 3948
0 64 3948
4 38 3949
65 24 3950
82 0 4008
82 0 4008
48 54 4008
48 63 4009
0 71 4009
0 71 4009
0 82 4009
0 82 4009
0 82 4009
46 26 4010
14 13 4011
14 15 4011
77 60 4011
80 25 4011
14 33 4011
21 60 4012
0 82 4012
77 14 4013
54 48 4013
30 60 4014
54 49 4014
54 49 4014
49 54 4015
29 60 4016
71 0 4016
71 58 4016
71 30 4016
71 66 4016
71 8 4016
71 58 4016
71 8 4016
71 66 4016
71 0 4016
16 19 4016
29 44 4017
29 21 4017
29 49 4017
29 81 4017
29 30 4017
29 66 4017
29 88 4017
29 60 4017
29 23 4017
29 7 4017
29 59 4017
29 62 4017
29 5 4017
85 31 4017
85 46 4017
85 83 4017
85 87 4017
0 64 4034
70 0 4036
70 19 4036
61 56 4036
87 83 4037
60 30 4037
0 64 4038
0 71 4038
0 1 4038
0 70 4038
30 67 4038
71 8 4040
71 0 4040
71 17 4040
71 66 4040
43 49 4042
66 69 4060
3 22 4060
48 24 4060
8 60 4060
56 83 4062
54 67 4063
60 16 4063
60 22 4063
46 49 4063
66 69 4064
60 29 4064
16 25 4064
16 35 4064
54 67 4065
83 56 4065
24 48 4065
57 35 4065
57 80 4065
57 46 4065
57 24 4065
57 26 4065
57 35 4065
57 80 4065
57 46 4065
57 24 4065
57 26 4065
17 84 4066
22 3 4066
48 24 4067
60 16 4068
67 32 4081
0 71 4081
0 39 4081
0 82 4081
0 39 4081
0 71 4081
0 82 4081
0 71 4081
0 71 4081
35 23 4081
58 60 4083
54 49 4084
0 71 4085
0 82 4085
0 39 4085
61 16 4086
61 56 4086
77 61 4087
43 83 4087
49 54 4087
49 67 4087
60 21 4088
71 8 4089
71 66 4089
71 58 4089
71 8 4089
71 66 4089
71 58 4089
71 0 4089
71 58 4089
71 0 4089
71 58 4089
71 0 4089
71 8 4089
71 66 4089
71 0 4089
71 8 4089
71 66 4089
71 58 4089
71 8 4089
71 66 4089
71 8 4089
71 66 4089
71 8 4089
71 66 4089
71 58 4089
71 8 4089
71 17 4089
71 66 4089
71 58 4089
71 58 4089
71 17 4089
71 8 4089
71 66 4089
71 0 4089
83 43 4090
22 3 4090
82 0 4104
33 14 4107
48 24 4107
33 35 4108
84 52 4108
84 52 4108
84 52 4108
21 60 4108
21 60 4109
18 17 4110
60 61 4110
49 54 4110
33 84 4111
33 3 4111
71 8 4111
71 66 4111
71 58 4111
71 17 4111
71 66 4111
71 21 4111
71 44 4111
71 81 4111
71 58 4111
71 30 4111
71 88 4111
71 8 4111
71 60 4111
71 23 4111
71 7 4111
71 62 4111
67 54 4112
49 86 4112
22 3 4113
9 16 4113
80 70 4113
3 22 4185
4 38 4185
82 0 4200
54 2 4200
48 63 4201
48 54 4201
54 63 4201
0 71 4203
0 39 4203
0 82 4203
54 67 4204
14 44 4204
14 13 4204
60 21 4204
56 43 4205
23 58 4206
4 38 4207
26 46 4207
11 30 4208
46 26 4209
22 3 4209
48 24 4209
80 50 4209
26 46 4210
49 54 4210
3 22 4211
57 46 4227
57 24 4227
57 26 4227
48 24 4229
4 1 4229
4 53 4229
4 22 4229
4 35 4229
4 26 4229
4 11 4229
2 44 4230
4 84 4230
48 84 4230
48 24 4230
8 17 4230
56 49 4231
16 19 4231
39 24 4232
39 23 4232
54 24 4233
22 3 4234
23 66 4236
23 21 4236
23 44 4236
23 81 4236
23 69 4236
23 30 4236
23 88 4236
23 60 4236
23 7 4236
23 59 4236
23 62 4236
23 5 4236
67 49 4249
39 11 4250
26 61 4250
35 4 4250
48 24 4251
54 49 4251
54 78 4251
49 16 4251
49 16 4251
49 67 4251
24 48 4252
24 48 4252
49 54 4252
52 61 4252
4 35 4252
14 44 4252
26 18 4252
49 43 4252
35 57 4252
35 25 4253
57 35 4254
48 54 4255
67 54 4255
49 70 4255
48 54 4256
11 49 4257
3 22 4257
84 4 4257
11 4 4258
16 25 4258
16 19 4258
4 11 4263
4 84 4263
0 71 4273
48 12 4273
19 16 4274
25 16 4274
63 61 4274
46 61 4275
19 89 4275
19 16 4275
19 25 4275
19 64 4275
19 9 4275
19 85 4275
19 1 4275
19 35 4275
11 4 4275
35 24 4276
35 46 4276
35 19 4276
56 43 4276
88 61 4276
17 61 4277
14 35 4277
4 84 4277
4 3 4277
12 61 4278
18 61 4278
18 66 4279
49 54 4280
71 0 4281
71 8 4281
71 66 4281
71 0 4281
71 17 4281
71 0 4281
71 8 4281
71 66 4281
71 17 4281
71 8 4281
71 66 4281
71 0 4281
71 66 4281
71 17 4281
71 8 4281
25 88 4281
71 17 4281
71 0 4281
71 66 4281
71 8 4281
71 66 4281
71 0 4281
71 17 4281
71 8 4281
71 8 4282
71 66 4282
71 0 4282
71 17 4282
35 14 4282
35 14 4282
14 35 4283
88 25 4300
54 48 4345
67 49 4346
35 85 4346
29 60 4347
23 58 4347
85 35 4347
60 54 4347
77 88 4348
77 88 4348
26 4 4348
54 67 4348
54 32 4348
54 52 4348
54 49 4348
54 48 4348
52 54 4349
4 26 4349
84 4 4349
54 52 4349
49 67 4349
35 60 4349
54 24 4350
35 24 4350
4 84 4350
4 62 4350
32 54 4351
0 1 4351
30 23 4352
77 60 4353
77 9 4353
77 60 4353
77 25 4353
23 66 4354
23 21 4354
23 44 4354
23 81 4354
23 69 4354
23 30 4354
23 88 4354
23 60 4354
23 7 4354
23 59 4354
23 62 4354
23 5 4354
49 64 4354
16 25 4355
35 25 4355
57 52 4355
57 52 4355
48 54 4359
54 48 4368
54 67 4369
54 49 4369
1 4 4370
87 23 4370
25 77 4371
67 54 4372
67 54 4372
24 57 4372
4 1 4372
61 54 4373
54 49 4374
17 9 4374
64 16 4375
54 49 4375
29 60 4375
64 49 4375
64 16 4376
16 64 4376
64 16 4376
49 70 4379
49 64 4379
48 61 4384
82 0 4392
25 35 4393
35 33 4394
61 48 4394
77 60 4395
11 4 4395
4 46 4395
4 38 4396
4 11 4396
57 52 4396
77 60 4396
77 61 4396
77 73 4396
54 49 4398
54 48 4398
54 67 4398
54 32 4398
54 52 4398
49 11 4398
49 54 4398
54 49 4399
54 52 4400
38 4 4400
49 54 4400
16 9 4401
26 57 4402
26 46 4402
26 24 4402
26 27 4402
80 70 4402
24 26 4402
26 24 4402
16 25 4404
48 54 4407
48 67 4407
48 24 4407
61 54 4418
88 60 4418
88 16 4418
88 15 4418
54 52 4418
52 57 4418
52 57 4418
49 53 4418
35 4 4420
24 11 4420
4 61 4421
4 35 4421
49 70 4422
35 33 4422
17 61 4422
67 49 4422
67 54 4422
67 49 4423
67 54 4423
64 1 4423
54 48 4423
77 60 4423
4 53 4423
35 33 4423
60 15 4424
16 64 4426
16 60 4426
33 35 4427
48 49 4432
48 54 4433
54 48 4440
54 49 4440
60 15 4442
35 25 4442
35 4 4443
19 35 4443
35 19 4443
19 16 4444
19 25 4444
19 64 4444
19 9 4444
19 85 4444
19 1 4444
19 35 4444
49 48 4444
29 60 4444
67 49 4444
67 54 4444
48 49 4444
4 35 4444
57 46 4445
57 24 4445
57 26 4445
54 52 4445
54 50 4445
54 17 4445
54 50 4445
87 85 4447
87 83 4447
23 8 4447
60 25 4447
60 21 4447
60 44 4447
38 4 4448
22 3 4449
57 52 4449
33 84 4450
33 84 4450
33 84 4450
33 84 4450
4 38 4450
4 38 4450
4 38 4450
80 25 4451
48 54 4455
71 66 4473
71 8 4473
71 0 4473
71 8 4473
71 66 4473
71 0 4473
71 8 4473
71 66 4473
71 0 4473
71 17 4473
71 17 4473
71 30 4473
71 8 4473
71 66 4473
71 0 4473
71 8 4473
71 66 4473
71 0 4473
71 17 4473
71 8 4473
71 66 4473
71 0 4473
71 17 4473
71 8 4473
71 66 4473
71 0 4473
71 17 4473
71 8 4473
71 66 4473
71 0 4473
71 8 4473
71 66 4473
71 0 4473
71 0 4473
71 8 4473
71 66 4473
71 0 4473
71 17 4473
71 0 4473
11 4 4521
60 15 4543
11 49 4550
11 61 4559
14 54 4562
49 11 4562
35 25 4562
23 58 4563
54 24 4563
54 67 4563
54 52 4563
54 48 4563
54 52 4565
4 38 4566
38 4 4566
16 19 4566
22 15 4567
30 3 4568
49 54 4569
38 4 4569
60 15 4571
48 49 4575
11 49 4575
48 54 4575
11 61 4575
54 48 4585
61 11 4585
54 49 4585
58 39 4588
49 60 4588
49 78 4589
4 38 4590
14 88 4590
23 58 4591
60 15 4592
88 25 4592
49 60 4592
23 58 4592
23 58 4592
23 29 4592
58 44 4593
25 88 4595
4 11 4599
58 23 4607
88 25 4609
58 39 4609
58 23 4610
25 26 4611
11 4 4613
87 35 4613
87 83 4613
49 43 4614
80 49 4615
4 11 4618
80 25 4618
54 49 4704
54 49 4704
54 49 4705
1 4 4706
71 0 4706
71 8 4706
71 66 4706
71 17 4706
71 66 4706
71 0 4706
71 8 4706
1 85 4706
1 35 4706
1 25 4706
1 64 4706
71 66 4706
71 0 4706
71 17 4706
71 8 4706
71 66 4706
71 8 4706
71 0 4706
71 8 4706
71 66 4706
71 0 4706
71 17 4706
71 8 4706
71 66 4706
71 0 4706
71 17 4706
21 44 4706
71 8 4706
71 0 4706
71 17 4706
52 67 4706
21 44 4706
21 44 4706
52 57 4707
77 60 4707
80 52 4707
4 38 4707
4 1 4707
80 25 4708
49 43 4711
14 44 4711
54 49 4711
19 35 4712
19 25 4712
19 16 4712
19 64 4712
19 9 4712
19 85 4712
19 1 4712
4 38 4712
85 19 4712
23 58 4712
54 49 4713
1 85 4714
1 83 4714
57 49 4714
57 49 4714
57 49 4714
38 4 4714
54 49 4714
1 19 4715
1 83 4715
80 49 4715
82 0 4728
0 71 4729
0 39 4729
54 49 4729
0 39 4729
0 82 4729
0 71 4729
32 80 4730
25 11 4731
54 49 4731
80 49 4732
46 4 4732
19 1 4732
25 78 4732
43 16 4733
67 49 4734
77 60 4734
9 19 4735
54 49 4735
52 49 4736
11 25 4736
25 80 4737
35 9 4737
80 49 4737
35 88 4737
50 57 4737
49 80 4739
80 49 4739
24 54 4739
50 52 4739
60 66 4740
60 44 4740
60 88 4740
48 12 4743
52 17 4754
52 57 4754
52 57 4754
30 67 4755
80 25 4755
57 52 4755
7 60 4755
50 65 4756
52 57 4756
35 26 4760
52 57 4761
1 85 4761
50 54 4761
50 24 4761
71 8 4761
71 66 4761
71 0 4761
71 8 4762
71 66 4762
71 0 4762
71 8 4762
71 66 4762
71 8 4762
71 66 4762
71 0 4762
71 8 4762
71 66 4762
71 0 4762
71 66 4762
71 0 4762
71 17 4762
71 8 4762
35 25 4762
71 8 4762
71 66 4762
71 0 4762
71 17 4762
71 8 4762
71 66 4762
71 0 4762
71 17 4762
71 66 4762
71 0 4762
71 66 4762
71 0 4762
71 66 4762
71 0 4762
71 17 4762
71 8 4762
60 25 4764
35 25 4764
43 25 4764
85 16 4767
85 25 4767
48 25 4767
54 49 4776
82 0 4776
0 71 4777
0 82 4777
0 39 4777
88 25 4777
87 25 4777
0 71 4777
88 60 4777
88 15 4777
52 25 4777
26 46 4777
26 24 4777
26 27 4777
26 35 4777
26 57 4777
19 25 4778
37 25 4778
67 25 4778
53 25 4778
49 54 4778
49 25 4778
26 25 4778
54 25 4778
46 25 4778
14 25 4778
32 25 4778
80 25 4779
24 25 4779
80 32 4779
30 25 4779
83 25 4779
57 52 4779
88 25 4779
25 11 4779
56 25 4779
23 25 4779
11 25 4779
24 49 4780
77 88 4780
57 25 4780
22 88 4781
22 25 4781
85 53 4781
85 64 4781
49 43 4781
49 80 4781
48 54 4782
54 48 4782
67 54 4782
67 54 4782
67 54 4782
8 25 4783
57 54 4783
54 57 4784
12 48 4785
25 89 4786
25 16 4786
25 64 4786
25 85 4786
25 1 4786
25 19 4786
25 35 4786
1 25 4800
0 71 4801
0 71 4801
0 39 4801
60 56 4801
67 54 4801
61 60 4802
44 25 4802
49 67 4802
14 44 4803
71 66 4803
71 0 4803
71 8 4803
71 66 4803
71 17 4803
71 8 4803
71 66 4803
71 0 4803
71 17 4803
25 30 4803
48 25 4807
67 25 4807
58 30 4807
58 8 4807
58 39 4807
58 23 4807
58 66 4807
58 11 4807
60 16 4808
87 56 4808
84 52 4809
80 25 4809
16 60 4810
71 8 4813
71 66 4813
71 0 4813
71 17 4813
71 8 4813
71 66 4813
71 0 4813
71 8 4813
71 66 4813
71 0 4813
71 8 4813
71 66 4813
71 0 4813
71 17 4813
88 60 4844
88 15 4844
88 60 4845
88 15 4845
88 15 4845
88 16 4845
88 60 4845
3 22 4859
38 4 4863
82 0 4872
77 16 4874
77 60 4874
52 84 4874
52 84 4875
60 15 4875
76 49 4875
67 54 4875
76 52 4875
52 50 4876
88 60 4876
88 15 4876
77 52 4876
52 50 4876
52 77 4876
50 49 4876
54 67 4877
57 26 4877
24 46 4877
24 26 4877
24 57 4877
67 54 4877
26 24 4877
16 9 4877
57 26 4877
24 26 4877
77 52 4877
26 4 4877
26 57 4878
26 24 4878
77 61 4878
60 16 4878
54 49 4878
49 76 4878
54 49 4878
49 54 4878
4 26 4879
26 35 4879
87 61 4879
60 30 4879
66 62 4879
66 5 4879
66 21 4879
66 44 4879
66 81 4879
66 30 4879
