309 500
269 276 2772
269 274 2772
269 264 2772
269 272 2772
269 261 2772
269 265 2772
24 8 2773
168 167 2773
134 167 2773
228 233 2773
294 278 2773
294 270 2773
6 21 2774
52 71 2774
47 58 2774
168 160 2774
160 135 2774
233 228 2774
278 294 2774
8 22 2775
50 59 2775
148 165 2775
165 148 2775
50 58 2776
276 274 2776
21 1 2777
21 1 2777
1 21 2777
8 10 2781
21 1 2781
266 268 2784
166 150 2791
166 206 2791
276 263 2791
276 268 2791
276 265 2791
1 21 2792
166 149 2792
276 266 2792
266 262 2792
266 276 2792
266 268 2796
53 49 2797
156 128 2816
82 83 2822
82 83 2822
268 263 2835
268 276 2835
268 265 2835
115 123 2838
51 52 2839
51 66 2839
51 67 2839
51 49 2839
49 68 2839
49 48 2839
49 70 2839
49 52 2839
49 71 2839
49 54 2839
49 56 2839
49 66 2839
49 53 2839
49 57 2839
49 72 2839
49 73 2839
49 74 2839
49 58 2839
49 75 2839
49 59 2839
49 76 2839
49 60 2839
49 47 2839
49 50 2839
49 61 2839
49 77 2839
49 62 2839
49 63 2839
49 51 2839
49 79 2839
49 80 2839
49 65 2839
49 63 2839
135 167 2839
279 284 2839
279 270 2839
279 269 2839
49 68 2840
49 48 2840
49 70 2840
49 52 2840
49 71 2840
49 54 2840
49 56 2840
49 66 2840
49 53 2840
49 57 2840
49 72 2840
49 73 2840
49 74 2840
49 58 2840
49 75 2840
49 59 2840
49 76 2840
49 60 2840
49 47 2840
49 50 2840
49 61 2840
49 77 2840
49 62 2840
49 63 2840
49 51 2840
49 79 2840
49 80 2840
49 65 2840
77 73 2840
56 85 2840
109 108 2840
106 108 2840
108 106 2840
167 187 2840
167 135 2840
155 184 2840
237 230 2840
237 228 2840
237 233 2840
237 234 2840
237 231 2840
237 235 2840
237 232 2840
237 229 2840
273 274 2840
273 274 2840
273 274 2840
274 273 2840
269 261 2840
24 6 2841
24 6 2841
77 73 2841
77 80 2841
59 56 2841
49 69 2841
109 108 2841
109 106 2841
109 107 2841
109 108 2841
109 106 2841
109 108 2841
106 108 2841
159 143 2841
128 168 2841
128 127 2841
148 197 2841
269 286 2841
272 266 2841
273 274 2841
273 274 2841
273 274 2841
273 274 2841
274 273 2841
269 288 2841
269 266 2841
269 289 2841
269 270 2841
15 13 2842
13 15 2842
59 56 2842
129 130 2842
143 159 2842
208 187 2842
129 175 2842
129 144 2842
129 128 2842
237 233 2842
267 278 2842
269 261 2842
59 49 2843
109 106 2843
165 148 2843
187 208 2843
81 52 2844
81 71 2844
81 56 2844
81 74 2844
81 59 2844
81 79 2844
59 50 2844
148 165 2844
272 266 2844
272 262 2844
272 293 2844
272 268 2844
272 276 2844
272 264 2844
272 271 2844
272 274 2844
23 10 2845
23 12 2845
23 29 2845
22 6 2845
141 163 2845
237 233 2845
269 288 2845
269 289 2845
269 290 2845
269 270 2845
269 294 2845
12 23 2846
9 22 2846
82 98 2846
79 58 2846
109 106 2846
165 148 2846
175 129 2846
145 142 2846
145 153 2846
266 293 2846
266 268 2846
266 276 2846
266 264 2846
79 48 2847
79 48 2847
72 80 2847
128 156 2847
128 135 2847
128 185 2847
128 180 2847
289 269 2847
75 49 2848
296 299 2848
197 148 2849
160 135 2849
8 39 2851
82 83 2854
268 263 2860
268 276 2860
268 265 2860
49 75 2862
52 66 2863
52 67 2863
52 51 2863
52 81 2863
109 106 2863
237 230 2863
237 228 2863
237 233 2863
237 234 2863
237 231 2863
237 235 2863
237 232 2863
237 229 2863
12 6 2864
49 68 2864
49 48 2864
49 70 2864
49 52 2864
49 71 2864
49 54 2864
49 56 2864
49 66 2864
49 53 2864
49 57 2864
49 72 2864
49 73 2864
49 74 2864
49 58 2864
49 75 2864
49 59 2864
49 76 2864
49 60 2864
49 47 2864
49 50 2864
49 61 2864
49 77 2864
49 62 2864
49 63 2864
49 51 2864
49 79 2864
49 80 2864
49 65 2864
148 197 2864
178 135 2864
142 126 2864
82 96 2865
128 129 2865
137 182 2865
166 206 2865
266 262 2865
266 293 2865
266 268 2865
266 276 2865
266 264 2865
266 272 2865
266 271 2865
81 52 2866
81 71 2866
81 56 2866
81 74 2866
81 59 2866
81 79 2866
49 68 2866
49 48 2866
49 70 2866
49 52 2866
49 71 2866
49 54 2866
49 56 2866
49 66 2866
49 53 2866
49 57 2866
49 72 2866
49 73 2866
49 74 2866
49 58 2866
49 75 2866
49 59 2866
49 76 2866
49 60 2866
49 47 2866
49 50 2866
49 61 2866
49 77 2866
49 62 2866
49 63 2866
49 51 2866
49 79 2866
49 80 2866
49 65 2866
155 144 2866
158 190 2866
237 227 2866
273 274 2866
274 273 2866
273 274 2866
106 108 2867
178 135 2867
154 162 2867
275 296 2867
275 296 2867
275 296 2867
273 274 2867
22 15 2868
80 63 2868
58 79 2868
108 106 2868
109 107 2868
109 108 2868
109 106 2868
127 168 2868
127 139 2868
127 168 2868
237 233 2868
237 233 2868
274 273 2868
274 273 2868
273 274 2868
273 274 2868
273 274 2868
279 267 2868
79 58 2869
184 144 2869
273 274 2869
274 273 2869
82 83 2870
56 52 2870
56 51 2870
82 83 2870
166 206 2870
128 139 2870
128 139 2870
166 206 2870
24 6 2871
141 164 2871
159 148 2871
180 128 2871
180 167 2871
293 264 2871
148 149 2872
144 155 2872
274 264 2872
144 155 2873
168 127 2875
168 127 2875
82 83 2876
63 73 2877
63 80 2877
49 68 2886
49 48 2886
49 70 2886
49 52 2886
49 71 2886
49 54 2886
49 56 2886
49 66 2886
49 53 2886
49 57 2886
49 72 2886
49 73 2886
49 74 2886
49 58 2886
49 75 2886
49 59 2886
49 76 2886
49 60 2886
49 47 2886
49 50 2886
49 61 2886
49 77 2886
49 62 2886
49 63 2886
49 51 2886
49 79 2886
49 80 2886
49 65 2886
237 233 2886
227 233 2886
227 230 2886
227 228 2886
227 234 2886
227 231 2886
227 235 2886
227 229 2886
49 68 2887
49 48 2887
49 70 2887
49 52 2887
49 71 2887
49 54 2887
49 56 2887
49 66 2887
49 53 2887
49 57 2887
49 72 2887
49 73 2887
49 74 2887
49 58 2887
49 75 2887
49 59 2887
49 76 2887
49 60 2887
49 47 2887
49 50 2887
49 61 2887
49 77 2887
49 62 2887
49 63 2887
49 51 2887
49 79 2887
49 80 2887
49 65 2887
159 142 2887
159 161 2887
135 180 2887
289 269 2887
12 6 2888
14 25 2889
106 108 2889
109 108 2889
109 106 2889
146 127 2889
137 134 2889
180 135 2889
289 269 2889
4 23 2890
4 7 2890
59 56 2890
49 50 2890
123 120 2890
180 135 2890
177 145 2890
145 177 2890
180 152 2890
177 145 2890
127 146 2890
59 56 2891
59 52 2891
59 85 2891
52 56 2891
52 51 2891
52 60 2891
145 153 2891
145 177 2891
178 135 2891
144 152 2891
155 144 2891
128 168 2891
128 168 2891
237 230 2891
237 228 2891
237 233 2891
237 234 2891
237 231 2891
237 235 2891
237 232 2891
237 229 2891
5 3 2892
52 49 2892
79 58 2892
77 73 2892
129 128 2892
197 148 2892
237 230 2892
237 228 2892
237 233 2892
237 234 2892
237 231 2892
237 235 2892
237 232 2892
237 229 2892
229 237 2892
237 229 2892
229 237 2892
279 284 2892
279 270 2892
279 269 2892
25 9 2893
8 10 2893
8 11 2893
8 1 2893
8 12 2893
8 13 2893
8 14 2893
8 3 2893
8 15 2893
8 16 2893
8 9 2893
8 17 2893
8 18 2893
8 19 2893
8 20 2893
8 21 2893
8 22 2893
8 23 2893
8 24 2893
8 7 2893
8 25 2893
8 4 2893
8 5 2893
8 26 2893
58 79 2893
52 56 2893
52 51 2893
47 63 2893
148 197 2893
273 274 2893
274 276 2893
8 3 2894
128 129 2894
286 269 2894
286 270 2894
8 3 2895
127 129 2895
127 129 2895
274 276 2895
274 292 2895
274 264 2895
160 187 2896
263 270 2896
274 276 2896
52 59 2897
135 187 2897
135 187 2897
135 187 2897
187 135 2897
187 135 2897
269 261 2897
129 130 2899
274 273 2902
273 274 2902
59 52 2911
49 60 2911
273 274 2911
273 274 2911
274 273 2911
274 273 2911
49 63 2912
56 85 2912
56 52 2912
149 132 2912
274 273 2912
273 274 2912
273 274 2912
273 274 2912
286 269 2912
286 270 2912
59 79 2913
56 79 2913
71 52 2913
47 48 2913
177 145 2913
166 206 2913
145 177 2913
274 273 2913
274 273 2913
22 24 2914
25 9 2914
49 50 2914
79 58 2914
52 71 2914
52 51 2914
237 233 2914
286 279 2914
286 269 2914
266 263 2914
109 106 2915
178 135 2915
178 169 2915
294 278 2915
273 274 2915
108 107 2916
129 128 2916
129 175 2916
273 274 2916
51 52 2917
187 135 2917
296 288 2917
1 8 2919
79 59 2919
128 129 2919
166 149 2919
153 149 2919
153 145 2919
153 132 2919
153 149 2919
153 145 2919
153 132 2919
128 129 2919
145 177 2919
148 149 2919
128 129 2919
296 269 2919
10 26 2920
26 10 2920
10 26 2920
279 286 2921
52 56 2923
52 56 2923
52 71 2923
8 1 2925
1 8 2925
159 127 2934
59 56 2935
52 80 2935
108 106 2935
272 292 2935
272 276 2935
272 264 2935
279 286 2935
52 56 2936
52 59 2936
79 48 2936
109 108 2936
109 106 2936
109 106 2936
189 135 2936
126 136 2936
286 279 2936
274 263 2936
274 264 2936
273 274 2936
273 274 2936
269 279 2936
269 280 2936
269 275 2936
269 288 2936
269 262 2936
269 291 2936
269 292 2936
269 271 2936
269 277 2936
269 278 2936
269 263 2936
269 281 2936
269 266 2936
269 282 2936
269 284 2936
269 285 2936
269 286 2936
269 287 2936
269 289 2936
269 290 2936
269 293 2936
269 270 2936
269 268 2936
269 294 2936
269 295 2936
269 296 2936
269 297 2936
269 276 2936
269 274 2936
269 264 2936
269 272 2936
269 261 2936
269 265 2936
274 273 2936
274 273 2936
269 288 2936
269 289 2936
269 290 2936
269 294 2936
274 263 2936
274 264 2936
273 274 2936
273 274 2936
58 79 2937
59 79 2937
59 52 2937
109 106 2937
108 110 2937
145 153 2937
145 168 2937
145 177 2937
145 153 2937
184 144 2937
177 145 2937
145 177 2937
273 274 2937
52 59 2938
59 56 2938
59 56 2938
56 59 2938
108 110 2938
146 140 2938
128 168 2938
128 127 2938
128 131 2938
145 153 2938
197 148 2938
271 262 2938
269 296 2938
274 273 2938
273 274 2938
274 273 2938
262 271 2938
49 66 2939
51 52 2939
79 58 2939
51 52 2939
129 175 2939
129 144 2939
129 128 2939
145 153 2939
15 8 2940
51 52 2940
273 274 2940
24 22 2941
24 22 2941
0 14 2941
47 58 2941
52 56 2942
52 51 2942
106 113 2942
106 110 2942
137 134 2942
149 148 2942
134 137 2942
79 59 2943
52 51 2943
0 1 2944
0 1 2944
140 146 2944
1 8 2945
129 128 2945
52 59 2947
52 59 2947
52 85 2947
52 59 2947
52 59 2947
8 3 2948
8 1 2948
233 237 2968
289 269 2969
47 79 2970
288 289 2985
288 290 2985
288 270 2985
288 294 2985
288 267 2985
288 269 2985
233 237 2989
21 1 2991
16 3 2993
127 159 2993
138 146 2993
1 8 2995
8 1 2997
141 173 2998
108 107 3006
108 106 3006
108 109 3006
59 49 3007
233 237 3007
276 274 3007
276 261 3007
1 8 3008
59 49 3008
59 49 3008
79 47 3008
47 79 3008
173 141 3008
145 142 3008
145 153 3008
274 276 3008
261 276 3008
273 274 3008
22 10 3009
8 1 3009
79 47 3009
79 59 3009
144 148 3009
144 152 3009
144 198 3009
144 184 3009
144 154 3009
163 154 3009
292 270 3009
23 10 3010
71 52 3010
49 68 3010
49 48 3010
49 70 3010
49 52 3010
49 71 3010
49 54 3010
49 56 3010
49 66 3010
49 53 3010
49 57 3010
49 72 3010
49 73 3010
49 74 3010
49 58 3010
49 75 3010
49 59 3010
49 76 3010
49 60 3010
49 47 3010
49 50 3010
49 61 3010
49 77 3010
49 62 3010
49 63 3010
49 51 3010
49 79 3010
49 80 3010
49 65 3010
71 52 3010
72 76 3010
72 80 3010
59 49 3010
79 59 3010
79 60 3010
160 187 3010
160 178 3010
160 187 3010
160 178 3010
278 270 3010
10 23 3011
23 10 3011
79 58 3011
106 108 3011
137 134 3011
160 187 3011
184 154 3011
134 137 3011
233 237 3011
10 23 3012
8 16 3012
9 25 3012
59 79 3012
140 146 3012
153 149 3012
153 145 3012
153 132 3012
153 149 3012
153 132 3012
146 140 3012
233 237 3012
25 9 3013
9 22 3013
51 52 3013
51 67 3013
51 49 3013
51 49 3013
81 52 3013
81 71 3013
81 56 3013
81 74 3013
81 59 3013
81 79 3013
47 79 3013
124 122 3013
196 157 3013
293 264 3013
274 264 3013
5 6 3014
109 106 3014
209 136 3014
144 152 3014
278 294 3014
276 268 3014
276 263 3014
8 10 3015
8 11 3015
8 1 3015
8 12 3015
8 13 3015
8 14 3015
8 3 3015
8 15 3015
8 16 3015
8 9 3015
8 17 3015
8 18 3015
8 19 3015
8 20 3015
8 21 3015
8 22 3015
8 23 3015
8 24 3015
8 7 3015
8 25 3015
8 4 3015
8 5 3015
8 26 3015
71 59 3015
71 79 3015
137 134 3015
145 182 3015
233 237 3015
233 237 3015
233 237 3015
294 278 3015
1 8 3016
3 5 3016
9 22 3016
79 59 3017
8 1 3018
71 59 3025
8 24 3033
5 3 3033
59 56 3033
59 56 3033
59 85 3033
49 68 3033
49 48 3033
49 70 3033
49 52 3033
49 71 3033
49 54 3033
49 56 3033
49 66 3033
49 53 3033
49 57 3033
49 72 3033
49 73 3033
49 74 3033
49 58 3033
49 75 3033
49 59 3033
49 76 3033
49 60 3033
49 47 3033
49 50 3033
49 61 3033
49 77 3033
49 62 3033
49 63 3033
49 51 3033
49 79 3033
49 80 3033
49 65 3033
59 79 3033
56 59 3033
56 59 3033
145 153 3033
129 130 3033
145 177 3033
237 231 3033
233 237 3033
286 269 3033
286 270 3033
276 269 3033
14 23 3034
14 25 3034
49 68 3034
49 48 3034
49 70 3034
49 52 3034
49 71 3034
49 54 3034
49 56 3034
49 66 3034
49 53 3034
49 57 3034
49 72 3034
49 73 3034
49 74 3034
49 58 3034
49 75 3034
49 59 3034
49 76 3034
49 60 3034
49 47 3034
49 50 3034
49 61 3034
49 77 3034
49 62 3034
49 63 3034
49 51 3034
49 79 3034
49 80 3034
49 65 3034
49 68 3034
49 48 3034
49 70 3034
49 52 3034
49 71 3034
49 54 3034
49 56 3034
49 66 3034
49 53 3034
49 57 3034
49 72 3034
49 73 3034
49 74 3034
49 58 3034
49 75 3034
49 59 3034
49 76 3034
49 60 3034
49 47 3034
49 50 3034
49 61 3034
49 77 3034
49 62 3034
49 63 3034
49 51 3034
49 79 3034
49 80 3034
49 65 3034
47 54 3034
59 56 3034
79 71 3034
79 59 3034
79 71 3034
79 59 3034
107 108 3034
177 145 3034
145 177 3034
166 156 3034
166 168 3034
166 127 3034
166 153 3034
166 132 3034
196 157 3034
237 233 3034
237 230 3034
237 228 3034
237 234 3034
237 231 3034
237 235 3034
237 229 3034
288 261 3034
261 288 3034
269 286 3034
269 270 3034
269 276 3034
269 270 3034
269 270 3034
269 270 3034
12 5 3035
1 6 3035
63 54 3035
63 73 3035
73 63 3035
108 106 3035
135 160 3035
160 168 3035
128 127 3035
237 234 3035
237 233 3035
273 274 3035
71 79 3036
77 73 3036
71 59 3036
52 85 3036
52 59 3036
71 59 3036
71 56 3036
71 56 3036
71 59 3036
117 120 3036
149 153 3036
149 132 3036
129 130 3036
135 180 3036
237 233 3036
273 274 3036
273 274 3036
288 278 3036
79 71 3037
71 79 3037
79 71 3037
120 117 3037
145 153 3037
128 190 3037
128 183 3037
128 182 3037
128 144 3037
128 145 3037
128 198 3037
128 159 3037
128 147 3037
128 173 3037
146 140 3037
273 274 3037
25 14 3038
52 51 3038
47 49 3038
47 52 3038
52 59 3038
79 71 3038
52 47 3038
153 145 3038
183 128 3038
145 153 3038
160 135 3038
128 200 3038
184 152 3038
135 160 3038
284 279 3038
284 286 3038
284 270 3038
284 269 3038
9 8 3039
71 79 3039
139 190 3039
177 145 3039
140 146 3039
269 289 3040
182 128 3041
127 168 3042
274 273 3042
168 160 3049
168 166 3049
49 68 3054
49 48 3054
49 70 3054
49 52 3054
49 71 3054
49 54 3054
49 56 3054
49 66 3054
49 53 3054
49 57 3054
49 72 3054
49 73 3054
49 74 3054
49 58 3054
49 75 3054
49 59 3054
49 76 3054
49 60 3054
49 47 3054
49 50 3054
49 61 3054
49 77 3054
49 62 3054
49 63 3054
49 51 3054
49 79 3054
49 80 3054
49 65 3054
108 110 3054
237 233 3054
8 15 3055
15 8 3055
16 3 3055
52 60 3056
49 48 3056
49 50 3056
49 63 3056
49 59 3056
49 58 3056
79 71 3056
79 48 3056
146 140 3056
146 126 3056
148 149 3056
269 270 3056
47 52 3057
109 111 3057
109 107 3057
109 108 3057
109 106 3057
123 120 3057
198 128 3057
168 160 3057
237 233 3057
273 274 3057
16 3 3058
15 8 3058
16 3 3058
16 3 3058
52 66 3058
52 67 3058
52 51 3058
52 66 3058
52 67 3058
52 51 3058
111 109 3058
166 168 3058
166 206 3058
145 153 3058
148 183 3058
237 234 3058
276 274 3058
276 264 3058
276 272 3058
279 270 3058
70 47 3059
79 58 3059
47 70 3059
52 85 3059
129 128 3059
128 205 3059
128 148 3059
128 134 3059
128 135 3059
128 185 3059
128 166 3059
233 237 3059
276 270 3059
276 275 3059
73 63 3060
81 52 3060
81 71 3060
81 56 3060
81 74 3060
81 59 3060
81 79 3060
49 68 3060
49 48 3060
49 70 3060
49 52 3060
49 71 3060
49 54 3060
49 56 3060
49 66 3060
49 53 3060
49 57 3060
49 72 3060
49 73 3060
49 74 3060
49 58 3060
49 75 3060
49 59 3060
49 76 3060
49 60 3060
49 47 3060
49 50 3060
49 61 3060
49 77 3060
49 62 3060
49 63 3060
49 51 3060
49 79 3060
49 80 3060
49 65 3060
52 59 3060
134 128 3060
174 166 3060
208 135 3060
149 148 3060
237 233 3060
53 54 3061
110 108 3061
110 108 3061
153 149 3061
153 145 3061
153 132 3061
145 153 3061
153 145 3061
166 174 3061
152 184 3061
273 274 3061
278 279 3061
278 280 3061
278 275 3061
278 288 3061
278 262 3061
278 291 3061
278 292 3061
278 271 3061
278 277 3061
278 263 3061
278 281 3061
278 266 3061
278 282 3061
278 284 3061
278 285 3061
278 286 3061
278 287 3061
278 289 3061
278 290 3061
278 293 3061
278 270 3061
278 268 3061
278 294 3061
278 295 3061
278 296 3061
278 297 3061
278 276 3061
278 274 3061
278 264 3061
278 272 3061
278 261 3061
278 265 3061
278 269 3061
51 52 3062
110 108 3062
108 106 3062
129 175 3062
128 129 3062
128 156 3062
156 128 3062
128 129 3062
128 168 3062
128 127 3062
166 128 3062
278 270 3062
8 14 3063
2 5 3063
8 15 3063
8 22 3063
135 187 3063
135 208 3063
135 187 3063
269 270 3063
269 286 3063
269 270 3063
269 270 3063
16 3 3064
269 270 3064
8 14 3065
12 6 3066
275 278 3066
275 276 3066
273 274 3067
278 275 3067
1 8 3069
8 1 3069
1 8 3069
273 274 3069
273 274 3069
273 274 3070
274 273 3078
274 273 3078
49 79 3079
146 163 3079
146 130 3079
146 162 3079
146 164 3079
146 126 3079
146 141 3079
146 210 3079
146 136 3079
146 161 3079
146 165 3079
274 273 3079
274 273 3079
273 274 3079
273 274 3079
274 273 3079
273 274 3079
273 274 3079
273 274 3079
274 263 3079
274 264 3079
274 273 3079
273 274 3079
273 274 3079
274 273 3079
274 273 3079
269 270 3079
79 49 3080
153 166 3080
142 145 3080
233 237 3080
25 14 3081
16 9 3081
58 56 3081
58 79 3081
52 51 3081
166 153 3081
170 134 3081
170 209 3081
237 233 3081
273 274 3081
274 273 3081
274 293 3081
273 274 3081
9 10 3082
9 13 3082
9 15 3082
9 16 3082
9 35 3082
9 22 3082
9 24 3082
9 26 3082
16 9 3082
79 49 3082
51 52 3082
166 206 3082
206 166 3082
166 127 3082
166 174 3082
139 158 3082
237 233 3082
293 274 3082
274 273 3082
19 1 3083
19 12 3083
19 14 3083
19 18 3083
19 0 3083
19 8 3083
19 4 3083
19 5 3083
52 56 3083
52 51 3083
49 79 3083
169 178 3083
155 170 3083
274 263 3083
274 264 3083
269 270 3083
12 19 3084
128 168 3084
128 127 3084
128 127 3084
128 159 3084
128 127 3084
128 168 3084
128 127 3084
237 233 3084
266 275 3084
296 299 3084
274 273 3084
274 273 3084
79 49 3085
49 68 3085
49 48 3085
49 70 3085
49 52 3085
49 71 3085
49 54 3085
49 56 3085
49 66 3085
49 53 3085
49 57 3085
49 72 3085
49 73 3085
49 74 3085
49 58 3085
49 75 3085
49 59 3085
49 76 3085
49 60 3085
49 47 3085
49 50 3085
49 61 3085
49 77 3085
49 62 3085
49 63 3085
49 51 3085
49 79 3085
49 80 3085
49 65 3085
79 49 3085
56 59 3085
166 206 3085
175 129 3085
170 209 3085
278 270 3085
273 274 3085
275 278 3085
269 286 3085
1 3 3086
8 14 3086
49 68 3086
49 48 3086
49 70 3086
49 52 3086
49 71 3086
49 54 3086
49 56 3086
49 66 3086
49 53 3086
49 57 3086
49 72 3086
49 73 3086
49 74 3086
49 58 3086
49 75 3086
49 59 3086
49 76 3086
49 60 3086
49 47 3086
49 50 3086
49 61 3086
49 77 3086
49 62 3086
49 63 3086
49 51 3086
49 79 3086
49 80 3086
49 65 3086
79 49 3086
134 145 3086
144 155 3086
128 131 3086
128 157 3086
128 127 3086
128 148 3086
128 134 3086
128 135 3086
128 152 3086
128 142 3086
128 180 3086
128 159 3086
128 173 3086
128 139 3086
128 131 3086
128 157 3086
128 127 3086
128 148 3086
128 134 3086
128 135 3086
128 152 3086
128 142 3086
128 180 3086
128 159 3086
128 173 3086
128 139 3086
128 148 3086
145 134 3086
286 269 3086
275 266 3086
286 269 3086
286 270 3086
266 275 3086
275 266 3086
266 275 3086
266 275 3086
4 6 3087
59 56 3087
77 73 3087
175 129 3087
166 149 3087
153 149 3087
153 164 3087
153 145 3087
153 132 3087
153 184 3087
153 154 3087
247 254 3087
247 255 3087
275 266 3087
275 266 3087
266 275 3087
145 153 3088
141 159 3088
141 161 3088
141 165 3088
157 128 3088
157 128 3088
266 275 3089
129 128 3090
129 128 3090
275 266 3090
134 128 3091
134 128 3091
273 274 3091
273 274 3091
37 23 3092
273 274 3092
273 274 3093
273 274 3093
273 274 3093
273 274 3093
274 273 3098
274 273 3098
274 273 3098
274 273 3098
274 273 3098
274 273 3098
274 273 3098
274 273 3098
273 274 3101
273 274 3101
273 274 3101
49 68 3102
49 48 3102
49 70 3102
49 52 3102
49 71 3102
49 54 3102
49 56 3102
49 66 3102
49 53 3102
49 57 3102
49 72 3102
49 73 3102
49 74 3102
49 58 3102
49 75 3102
49 59 3102
49 76 3102
49 60 3102
49 47 3102
49 50 3102
49 61 3102
49 77 3102
49 62 3102
49 63 3102
49 51 3102
49 79 3102
49 80 3102
49 65 3102
49 79 3102
159 141 3102
273 274 3102
23 37 3103
16 15 3103
49 56 3103
52 51 3103
209 136 3103
141 159 3103
233 237 3103
233 237 3103
237 230 3103
237 228 3103
237 233 3103
237 234 3103
237 231 3103
237 235 3103
237 232 3103
237 229 3103
6 8 3104
6 8 3104
16 15 3104
1 8 3104
1 3 3104
8 1 3104
8 14 3104
49 70 3104
49 66 3104
145 153 3104
237 235 3104
237 233 3104
233 237 3104
269 289 3104
5 10 3105
8 7 3105
5 9 3105
5 2 3105
8 7 3105
16 15 3105
9 10 3105
79 58 3105
52 85 3105
108 109 3105
177 145 3105
145 153 3105
177 145 3105
145 177 3105
175 129 3105
177 145 3105
237 228 3105
237 228 3105
275 266 3105
266 275 3105
286 269 3105
275 266 3105
289 270 3105
289 269 3105
8 10 3106
8 11 3106
8 1 3106
8 12 3106
8 13 3106
8 14 3106
8 15 3106
8 16 3106
8 9 3106
8 17 3106
8 18 3106
8 19 3106
8 20 3106
8 21 3106
8 22 3106
8 23 3106
8 24 3106
8 7 3106
8 25 3106
8 4 3106
8 5 3106
8 26 3106
9 6 3106
59 56 3106
59 52 3106
59 85 3106
59 79 3106
237 233 3106
266 275 3106
275 266 3106
267 288 3106
22 9 3107
52 74 3107
52 47 3107
52 66 3107
52 51 3107
47 52 3107
52 60 3107
52 47 3107
52 71 3107
178 169 3107
149 158 3107
153 149 3107
153 132 3107
273 274 3107
273 274 3107
273 274 3107
274 273 3107
274 273 3107
273 274 3107
273 274 3107
47 52 3108
60 62 3108
56 59 3108
156 166 3108
156 127 3108
156 167 3108
145 153 3108
51 52 3109
51 66 3109
51 52 3109
51 66 3109
51 67 3109
51 49 3109
51 52 3109
51 67 3109
51 52 3109
79 59 3109
184 144 3109
233 237 3109
233 237 3109
233 237 3109
233 237 3109
269 264 3109
2 5 3110
80 63 3110
58 79 3110
59 56 3110
59 79 3110
79 58 3110
274 263 3110
274 263 3110
289 288 3110
276 264 3111
284 269 3111
274 273 3111
284 294 3111
82 84 3112
59 52 3112
59 85 3112
59 56 3112
59 79 3112
273 274 3112
63 80 3113
288 267 3113
288 289 3113
267 288 3114
273 274 3114
273 274 3116
264 276 3122
273 274 3126
273 274 3126
273 274 3126
109 107 3128
274 273 3130
274 273 3130
274 273 3130
274 273 3130
273 274 3131
273 274 3131
276 264 3131
273 274 3132
273 274 3134
273 274 3141
274 273 3145
274 273 3145
274 293 3145
274 273 3145
274 273 3145
274 273 3145
274 273 3145
274 273 3145
264 293 3158
264 266 3158
273 274 3159
264 276 3160
284 270 3160
50 73 3161
50 80 3161
50 92 3161
276 264 3162
141 173 3163
141 163 3163
141 162 3163
141 164 3163
141 126 3163
141 142 3163
141 136 3163
141 146 3163
141 159 3163
141 161 3163
141 165 3163
273 274 3163
266 264 3163
273 274 3163
37 7 3164
273 274 3164
273 274 3166
264 276 3217
293 274 3222
293 264 3222
237 233 3223
237 234 3223
237 233 3223
276 264 3223
276 293 3223
5 6 3224
126 146 3224
180 128 3224
142 141 3224
167 156 3224
284 270 3224
156 167 3225
162 163 3225
162 164 3225
162 126 3225
162 136 3225
162 146 3225
162 161 3225
162 165 3225
166 183 3225
167 143 3225
167 169 3225
167 142 3225
167 151 3225
167 159 3225
167 178 3225
167 147 3225
167 186 3225
154 152 3225
126 162 3225
186 176 3225
180 128 3225
296 275 3225
289 290 3225
294 284 3225
6 4 3226
56 59 3226
63 73 3226
63 80 3226
63 92 3226
63 73 3226
49 79 3226
166 206 3226
145 177 3226
166 206 3226
128 127 3226
146 140 3226
183 166 3226
237 233 3226
289 288 3226
272 276 3226
272 264 3226
11 23 3227
23 11 3227
79 58 3227
79 49 3227
58 79 3227
49 68 3227
49 48 3227
49 70 3227
49 52 3227
49 71 3227
49 54 3227
49 56 3227
49 66 3227
49 53 3227
49 57 3227
49 72 3227
49 73 3227
49 74 3227
49 58 3227
49 75 3227
49 59 3227
49 76 3227
49 60 3227
49 47 3227
49 50 3227
49 61 3227
49 77 3227
49 62 3227
49 63 3227
49 51 3227
49 79 3227
49 80 3227
49 65 3227
161 141 3227
177 145 3227
161 162 3227
145 177 3227
169 167 3227
153 145 3227
153 149 3227
153 132 3227
149 167 3227
128 131 3227
128 157 3227
128 127 3227
128 148 3227
128 134 3227
128 135 3227
128 152 3227
128 142 3227
128 180 3227
128 159 3227
128 173 3227
128 139 3227
237 228 3227
276 264 3227
288 289 3227
288 289 3227
265 276 3227
294 288 3227
8 22 3228
79 58 3228
49 68 3228
49 48 3228
49 70 3228
49 52 3228
49 71 3228
49 54 3228
49 56 3228
49 66 3228
49 53 3228
49 57 3228
49 72 3228
49 73 3228
49 74 3228
49 58 3228
49 75 3228
49 59 3228
49 76 3228
49 60 3228
49 47 3228
49 50 3228
49 61 3228
49 77 3228
49 62 3228
49 63 3228
49 51 3228
49 79 3228
49 80 3228
49 65 3228
122 116 3228
162 161 3228
145 177 3228
145 153 3228
129 128 3228
166 183 3228
149 128 3228
153 166 3228
167 128 3228
157 128 3228
129 128 3228
288 294 3228
288 289 3228
264 263 3228
1 21 3229
8 3 3229
58 79 3229
56 58 3229
