142 500
51 56 2187
51 52 2187
57 51 2187
61 59 2187
68 47 2187
92 88 2187
88 92 2187
8 10 2188
56 67 2188
93 95 2188
89 88 2188
88 89 2188
130 119 2188
130 119 2188
116 113 2188
48 47 2189
48 50 2189
51 57 2189
64 59 2190
103 94 2190
103 94 2190
94 103 2190
103 94 2190
89 93 2190
92 93 2190
119 125 2190
19 23 2191
24 19 2191
92 97 2191
93 89 2191
23 19 2192
49 50 2192
49 48 2192
55 59 2192
103 101 2192
92 93 2192
92 88 2192
93 88 2192
128 116 2192
52 58 2193
52 58 2193
88 93 2193
52 51 2194
88 97 2194
88 89 2194
88 101 2194
88 95 2194
88 96 2194
88 103 2194
88 93 2194
88 91 2194
88 98 2194
88 92 2194
88 94 2194
88 90 2194
88 99 2194
93 103 2196
103 93 2197
103 94 2197
95 93 2204
48 47 2206
25 24 2207
47 48 2207
47 48 2207
116 115 2207
116 128 2207
116 130 2207
116 115 2207
116 128 2207
116 130 2207
23 19 2208
19 23 2208
57 52 2208
85 86 2208
35 27 2209
51 56 2209
61 59 2209
128 115 2209
128 116 2209
128 130 2209
114 113 2209
114 125 2209
24 19 2210
21 20 2210
52 58 2210
52 51 2210
52 63 2210
52 56 2210
52 70 2210
52 59 2210
51 52 2210
51 55 2210
85 86 2210
92 89 2210
94 101 2210
101 94 2210
93 103 2210
119 126 2210
125 114 2210
125 115 2210
125 116 2210
125 117 2210
125 118 2210
125 119 2210
125 120 2210
125 121 2210
125 122 2210
125 123 2210
125 124 2210
125 133 2210
125 126 2210
125 127 2210
125 128 2210
125 129 2210
125 130 2210
125 132 2210
6 7 2211
6 10 2211
6 8 2211
6 15 2211
6 9 2211
9 6 2211
23 19 2211
49 50 2211
49 48 2211
97 88 2211
96 88 2211
94 88 2211
101 88 2211
20 21 2212
50 49 2212
50 48 2212
69 60 2212
49 50 2212
89 92 2212
88 97 2212
88 89 2212
88 101 2212
88 102 2212
88 96 2212
88 103 2212
88 93 2212
88 91 2212
88 98 2212
88 94 2212
88 90 2212
88 99 2212
97 96 2212
88 89 2212
113 114 2212
113 115 2212
113 116 2212
113 117 2212
113 118 2212
113 119 2212
113 120 2212
113 121 2212
113 122 2212
113 123 2212
113 124 2212
113 133 2212
113 125 2212
113 126 2212
113 127 2212
113 128 2212
113 129 2212
113 130 2212
125 113 2212
21 20 2213
85 86 2213
89 88 2213
93 88 2213
92 89 2213
92 88 2213
113 127 2213
49 50 2214
49 48 2214
92 88 2214
92 88 2214
103 94 2214
93 89 2214
88 89 2214
89 92 2214
93 89 2214
129 125 2214
119 113 2214
121 127 2214
23 19 2215
20 19 2215
103 88 2215
88 103 2215
103 88 2215
93 88 2215
88 103 2215
88 97 2215
88 89 2215
88 101 2215
88 95 2215
88 96 2215
88 103 2215
88 93 2215
88 91 2215
88 98 2215
88 92 2215
88 94 2215
88 90 2215
88 99 2215
103 88 2215
88 103 2215
103 88 2215
93 88 2215
103 92 2215
113 132 2215
89 88 2216
88 93 2216
101 88 2216
92 88 2216
97 88 2216
88 92 2216
88 92 2216
93 88 2216
92 88 2216
119 114 2216
59 51 2217
52 59 2217
89 88 2217
89 88 2217
92 103 2217
93 88 2217
93 92 2217
59 52 2218
103 92 2218
93 88 2218
21 20 2219
93 88 2219
67 51 2221
67 56 2221
20 21 2231
20 30 2231
20 26 2231
20 27 2231
20 19 2231
21 20 2231
30 20 2231
48 47 2231
48 47 2231
49 50 2231
48 50 2231
48 49 2231
120 117 2232
125 123 2232
130 119 2232
6 1 2233
20 29 2233
61 59 2233
59 52 2233
59 51 2233
48 47 2233
117 113 2233
11 0 2234
24 25 2234
47 63 2234
123 113 2234
115 113 2234
0 4 2235
20 21 2235
103 88 2235
118 125 2235
21 20 2236
59 52 2236
49 50 2236
88 103 2236
103 88 2236
88 89 2236
88 101 2236
25 24 2237
19 24 2237
65 54 2237
65 54 2237
89 88 2237
88 89 2237
102 90 2237
102 90 2237
114 113 2237
5 6 2238
88 103 2238
24 19 2239
24 19 2239
30 20 2239
68 47 2239
51 56 2239
97 96 2239
23 19 2240
21 20 2240
21 20 2240
61 59 2240
59 61 2241
88 95 2242
21 20 2243
55 59 2244
48 47 2254
48 49 2254
48 50 2254
48 47 2254
25 24 2255
48 47 2255
48 56 2255
0 3 2256
0 4 2256
20 30 2256
20 30 2256
20 26 2256
20 27 2256
20 19 2256
20 28 2256
20 29 2256
20 21 2256
51 52 2256
50 49 2256
50 48 2256
128 115 2256
128 116 2256
128 130 2256
24 19 2257
97 96 2257
23 19 2258
24 22 2258
24 25 2258
24 32 2258
21 20 2258
57 67 2258
57 58 2258
57 51 2258
57 60 2258
57 63 2258
57 59 2258
57 64 2258
57 56 2258
57 62 2258
57 69 2258
57 52 2258
57 61 2258
57 55 2258
57 47 2258
57 50 2258
57 48 2258
57 66 2258
57 70 2258
56 51 2258
48 57 2258
52 57 2258
52 67 2258
52 58 2258
52 51 2258
52 60 2258
52 63 2258
52 59 2258
52 64 2258
52 56 2258
52 62 2258
52 69 2258
52 61 2258
52 55 2258
52 47 2258
52 50 2258
52 48 2258
52 66 2258
52 70 2258
52 51 2258
52 51 2258
51 52 2258
48 65 2258
48 71 2258
48 52 2258
88 92 2258
102 95 2258
94 101 2258
94 88 2258
119 132 2258
20 29 2259
20 32 2259
20 32 2259
51 47 2259
57 67 2259
57 58 2259
57 51 2259
57 60 2259
57 63 2259
57 59 2259
57 64 2259
57 56 2259
57 62 2259
57 69 2259
57 52 2259
57 61 2259
57 55 2259
57 47 2259
57 50 2259
57 48 2259
57 66 2259
57 70 2259
51 52 2259
51 52 2259
56 51 2259
98 88 2259
102 90 2259
119 120 2259
119 126 2259
119 123 2259
6 11 2260
6 7 2260
6 1 2260
6 0 2260
6 10 2260
6 5 2260
6 8 2260
6 14 2260
6 15 2260
61 59 2260
69 60 2260
101 94 2260
88 97 2260
88 89 2260
88 101 2260
88 95 2260
88 96 2260
88 103 2260
88 93 2260
88 91 2260
88 98 2260
88 92 2260
88 94 2260
88 90 2260
88 99 2260
20 30 2261
20 26 2261
20 27 2261
20 19 2261
20 32 2261
20 28 2261
20 29 2261
20 21 2261
113 127 2261
6 14 2262
0 11 2262
20 30 2262
20 30 2262
20 26 2262
20 27 2262
20 19 2262
20 32 2262
20 28 2262
20 29 2262
20 30 2262
20 19 2262
20 19 2262
88 97 2262
121 113 2262
130 116 2262
130 119 2262
119 130 2262
8 6 2263
10 7 2263
10 6 2263
10 8 2263
51 75 2263
52 51 2263
52 59 2263
56 51 2263
55 59 2263
59 52 2263
97 88 2263
88 97 2263
97 88 2264
88 98 2264
25 32 2267
21 20 2269
20 21 2283
20 23 2284
21 20 2285
93 92 2286
23 20 2288
21 20 2288
75 68 2288
75 55 2288
52 55 2306
52 58 2306
52 58 2306
90 102 2314
20 19 2315
20 21 2316
25 24 2327
25 24 2327
48 47 2327
85 86 2327
47 48 2328
128 115 2328
128 116 2328
128 130 2328
6 7 2329
6 10 2329
6 8 2329
6 14 2329
48 47 2329
48 49 2329
48 47 2329
48 47 2329
48 49 2329
97 96 2329
128 115 2329
128 116 2329
128 130 2329
128 115 2329
128 116 2329
128 130 2329
120 122 2329
118 113 2329
8 7 2330
48 47 2330
90 88 2330
114 113 2330
114 125 2330
113 114 2330
130 116 2330
20 32 2331
20 19 2331
32 20 2331
88 97 2331
88 89 2331
88 101 2331
88 102 2331
88 95 2331
88 96 2331
88 103 2331
88 93 2331
88 91 2331
88 98 2331
88 92 2331
88 94 2331
88 90 2331
88 99 2331
55 52 2332
115 128 2332
6 11 2333
6 7 2333
6 1 2333
6 0 2333
6 10 2333
6 5 2333
6 8 2333
6 14 2333
6 15 2333
20 32 2333
20 32 2333
20 19 2333
48 47 2333
48 49 2333
48 50 2333
48 47 2333
48 49 2333
48 47 2333
89 93 2334
102 90 2334
8 7 2335
89 97 2335
89 102 2335
89 96 2335
89 88 2335
89 98 2335
89 92 2335
89 94 2335
89 90 2335
89 99 2335
97 96 2335
97 96 2335
90 102 2335
6 17 2336
59 55 2336
61 59 2337
20 30 2341
20 26 2341
20 27 2341
20 19 2341
20 32 2341
20 28 2341
20 29 2341
20 30 2341
20 19 2341
25 24 2351
85 86 2351
10 6 2352
20 30 2352
24 19 2352
23 19 2352
23 20 2352
88 89 2352
88 89 2352
130 118 2352
130 128 2352
130 115 2352
130 116 2352
130 117 2352
130 119 2352
130 120 2352
130 122 2352
130 123 2352
130 124 2352
130 133 2352
130 125 2352
130 129 2352
130 131 2352
7 8 2353
10 6 2353
1 0 2353
24 19 2353
24 19 2353
48 50 2353
102 90 2353
128 115 2353
128 116 2353
128 130 2353
113 120 2353
113 116 2353
113 127 2353
113 129 2353
113 130 2353
113 114 2353
113 115 2353
113 116 2353
113 117 2353
113 119 2353
113 120 2353
113 121 2353
113 122 2353
113 123 2353
113 124 2353
113 125 2353
113 126 2353
113 127 2353
113 128 2353
113 129 2353
128 115 2353
128 116 2353
128 130 2353
113 130 2353
113 114 2353
113 115 2353
113 116 2353
113 117 2353
113 118 2353
113 119 2353
113 120 2353
113 121 2353
113 122 2353
113 123 2353
113 124 2353
113 133 2353
113 125 2353
113 126 2353
113 127 2353
113 128 2353
113 129 2353
113 132 2353
7 8 2354
17 6 2354
30 20 2354
47 48 2354
59 64 2354
59 55 2354
113 121 2354
130 116 2354
130 119 2354
130 118 2354
130 128 2354
130 115 2354
130 116 2354
130 117 2354
130 119 2354
130 120 2354
130 122 2354
130 123 2354
130 124 2354
130 133 2354
130 125 2354
130 129 2354
130 131 2354
86 85 2355
92 88 2355
88 97 2355
88 89 2355
88 101 2355
88 95 2355
88 96 2355
88 103 2355
88 93 2355
88 91 2355
88 98 2355
88 92 2355
120 122 2355
120 122 2355
130 116 2355
130 119 2355
6 17 2356
6 10 2356
8 6 2356
6 8 2356
6 7 2356
6 10 2356
6 8 2356
6 10 2356
57 52 2356
57 51 2356
57 52 2356
97 96 2356
88 89 2356
125 113 2356
116 115 2356
125 113 2356
6 11 2357
6 0 2357
6 14 2357
6 15 2357
6 14 2357
6 9 2357
20 30 2357
30 20 2357
50 49 2357
50 48 2357
90 102 2357
114 113 2357
114 125 2357
7 8 2358
7 8 2358
49 50 2358
48 49 2358
114 118 2358
113 125 2358
118 113 2358
20 30 2359
20 26 2359
20 27 2359
20 19 2359
20 32 2359
20 28 2359
20 29 2359
20 19 2359
52 51 2359
118 125 2359
118 120 2359
7 8 2360
95 102 2360
68 47 2361
102 95 2362
88 97 2363
88 89 2363
88 101 2363
88 102 2363
88 95 2363
88 96 2363
88 103 2363
88 93 2363
88 91 2363
88 98 2363
88 92 2363
88 94 2363
88 90 2363
88 99 2363
88 97 2363
88 89 2363
88 101 2363
88 102 2363
88 95 2363
88 96 2363
88 103 2363
88 93 2363
88 91 2363
88 98 2363
88 92 2363
88 94 2363
88 90 2363
88 99 2363
88 95 2363
48 50 2374
48 49 2374
48 49 2374
24 25 2375
57 51 2376
57 51 2376
50 55 2376
125 113 2376
14 6 2377
20 19 2377
57 52 2377
49 50 2377
49 48 2377
49 50 2377
49 48 2377
85 86 2377
95 92 2377
95 88 2377
14 6 2378
14 9 2378
24 19 2378
102 90 2378
102 90 2378
129 124 2378
114 120 2378
6 11 2379
6 1 2379
6 13 2379
6 15 2379
20 29 2379
48 49 2379
51 57 2379
49 48 2379
48 54 2379
54 48 2379
15 1 2380
55 56 2380
51 60 2380
123 125 2380
20 19 2381
51 52 2381
51 75 2381
51 52 2381
118 113 2381
6 8 2382
55 50 2382
64 55 2382
64 55 2382
54 65 2382
52 51 2382
52 51 2382
59 55 2382
51 52 2382
8 6 2383
20 26 2383
20 27 2383
20 19 2383
20 32 2383
20 28 2383
20 29 2383
55 59 2383
51 52 2384
51 52 2384
52 51 2385
59 55 2386
52 51 2387
48 47 2398
48 47 2398
25 32 2399
25 24 2399
47 48 2400
49 50 2400
49 48 2400
59 50 2400
10 7 2401
24 19 2401
97 96 2401
113 114 2401
8 6 2402
24 20 2402
97 90 2402
116 115 2402
116 128 2402
116 130 2402
51 59 2403
52 51 2404
57 51 2404
51 52 2404
59 51 2404
20 29 2405
50 49 2405
50 48 2405
50 55 2406
128 115 2406
128 116 2406
128 130 2406
128 115 2406
128 116 2406
128 130 2406
113 130 2406
113 114 2406
113 115 2406
113 116 2406
113 117 2406
113 118 2406
113 119 2406
113 120 2406
113 121 2406
113 122 2406
113 123 2406
113 124 2406
113 133 2406
113 125 2406
113 126 2406
113 127 2406
113 128 2406
113 129 2406
24 25 2407
24 19 2407
51 59 2407
51 59 2407
51 55 2407
51 70 2407
51 56 2407
49 50 2407
49 48 2407
89 92 2407
97 96 2407
130 114 2407
59 52 2408
102 90 2408
102 90 2408
130 116 2408
90 102 2411
90 102 2411
21 20 2414
47 48 2422
47 63 2422
48 50 2423
48 47 2423
48 49 2423
48 47 2423
50 49 2423
50 48 2423
50 49 2423
50 48 2423
20 30 2424
20 32 2424
99 88 2424
130 118 2424
130 128 2424
130 115 2424
130 116 2424
130 117 2424
130 119 2424
130 120 2424
130 122 2424
130 123 2424
130 124 2424
130 133 2424
130 125 2424
130 129 2424
130 131 2424
6 5 2425
4 0 2425
56 51 2425
51 57 2425
64 59 2425
51 57 2425
128 115 2425
128 116 2425
128 130 2425
113 114 2425
113 114 2425
11 6 2426
51 59 2426
64 59 2426
64 52 2426
51 57 2426
52 64 2426
57 51 2426
114 120 2426
128 130 2426
51 57 2427
51 47 2427
48 47 2427
48 49 2427
59 50 2427
24 19 2428
24 19 2428
64 66 2428
50 59 2428
51 58 2428
51 60 2428
51 63 2428
51 59 2428
51 64 2428
51 56 2428
51 69 2428
51 52 2428
51 61 2428
51 55 2428
51 47 2428
51 70 2428
51 57 2428
126 119 2428
23 19 2429
57 51 2429
51 57 2429
113 125 2429
4 7 2430
4 0 2430
19 23 2430
24 19 2430
59 65 2430
59 52 2430
59 55 2430
59 71 2430
59 51 2430
130 114 2430
114 113 2430
24 19 2431
56 51 2431
52 58 2431
9 6 2432
9 6 2432
51 52 2432
133 117 2433
20 30 2449
20 26 2449
20 27 2449
20 19 2449
20 32 2449
20 28 2449
20 29 2449
20 19 2473
20 30 2474
20 26 2474
20 27 2474
20 19 2474
20 32 2474
20 28 2474
20 29 2474
21 20 2478
21 20 2480
116 113 2494
21 23 2495
59 64 2495
59 61 2495
59 55 2495
59 66 2495
59 50 2495
85 86 2495
116 115 2495
116 128 2495
116 130 2495
10 7 2496
10 7 2496
20 21 2496
23 21 2496
20 19 2496
20 21 2496
21 20 2496
32 19 2496
20 29 2496
85 86 2496
85 86 2496
97 96 2496
97 98 2496
120 119 2496
0 1 2497
10 7 2497
10 8 2497
20 21 2497
113 129 2497
113 119 2497
113 120 2497
113 125 2497
19 20 2498
21 20 2498
61 59 2498
68 69 2498
68 47 2498
68 48 2498
68 57 2498
103 101 2498
101 103 2498
103 101 2498
92 93 2498
92 88 2498
88 97 2498
88 89 2498
88 101 2498
88 102 2498
88 95 2498
88 96 2498
88 103 2498
88 93 2498
88 91 2498
88 98 2498
88 92 2498
88 94 2498
88 90 2498
88 99 2498
88 97 2498
88 89 2498
88 101 2498
88 102 2498
88 96 2498
88 103 2498
88 93 2498
88 91 2498
88 98 2498
88 94 2498
88 90 2498
88 99 2498
88 97 2498
88 89 2498
88 101 2498
88 102 2498
88 95 2498
88 96 2498
88 103 2498
88 93 2498
88 91 2498
88 98 2498
88 92 2498
88 94 2498
88 90 2498
88 99 2498
88 97 2498
88 89 2498
88 101 2498
88 102 2498
88 95 2498
88 96 2498
88 103 2498
88 93 2498
88 91 2498
88 98 2498
88 92 2498
88 94 2498
88 90 2498
88 99 2498
20 32 2499
20 21 2499
21 20 2499
94 88 2499
97 96 2499
92 89 2499
90 102 2499
89 92 2499
21 20 2500
94 88 2500
94 90 2500
93 89 2500
93 97 2500
93 106 2500
93 101 2500
93 102 2500
93 95 2500
93 96 2500
93 103 2500
93 91 2500
93 98 2500
93 92 2500
93 94 2500
93 90 2500
93 99 2500
128 115 2500
128 116 2500
128 130 2500
130 116 2500
20 21 2501
20 32 2501
19 20 2501
64 59 2501
48 49 2501
48 47 2501
48 50 2501
88 89 2501
103 94 2501
94 103 2501
94 103 2501
130 116 2501
118 113 2501
118 113 2501
7 10 2502
7 8 2502
20 30 2502
20 26 2502
20 27 2502
20 19 2502
20 32 2502
20 28 2502
20 29 2502
20 19 2502
27 20 2502
88 89 2502
88 89 2502
88 89 2502
114 125 2502
24 19 2503
88 89 2503
113 114 2503
114 113 2503
114 125 2503
114 113 2503
114 125 2503
14 6 2504
14 6 2504
20 27 2504
20 19 2504
20 30 2504
24 19 2504
88 97 2504
88 89 2504
88 101 2504
88 102 2504
88 96 2504
88 103 2504
88 93 2504
88 91 2504
88 98 2504
88 94 2504
88 90 2504
88 99 2504
88 89 2504
118 121 2504
20 30 2505
20 26 2505
20 27 2505
20 19 2505
20 32 2505
20 28 2505
20 29 2505
88 89 2505
88 89 2505
92 88 2505
88 89 2506
30 20 2518
48 47 2518
48 50 2518
48 47 2518
48 47 2518
48 49 2518
48 47 2518
25 24 2519
119 130 2519
20 30 2520
98 101 2520
119 130 2520
119 130 2520
119 130 2520
119 130 2520
119 128 2520
119 115 2520
119 116 2520
119 117 2520
119 120 2520
119 123 2520
119 124 2520
119 125 2520
119 129 2520
119 130 2520
119 131 2520
113 116 2520
113 117 2520
113 122 2520
113 114 2520
0 1 2521
101 98 2521
94 88 2521
94 90 2521
98 88 2521
14 6 2522
20 29 2522
57 48 2522
103 88 2522
116 113 2522
48 47 2523
48 57 2523
103 92 2523
97 98 2523
88 97 2523
88 89 2523
88 101 2523
88 102 2523
88 95 2523
88 96 2523
88 103 2523
88 93 2523
88 91 2523
88 98 2523
88 92 2523
88 94 2523
88 90 2523
88 99 2523
117 115 2523
117 116 2523
117 122 2523
117 133 2523
117 128 2523
117 130 2523
117 132 2523
117 131 2523
6 7 2524
98 95 2524
88 89 2524
93 88 2524
89 88 2524
130 116 2524
130 116 2524
7 6 2525
20 19 2525
97 96 2525
88 89 2525
88 103 2525
92 103 2525
115 116 2525
116 113 2525
6 7 2526
6 10 2526
6 8 2526
6 14 2526
92 88 2526
92 93 2526
93 92 2526
116 115 2526
116 128 2526
116 130 2526
116 115 2526
114 113 2526
130 119 2526
88 89 2527
93 88 2527
90 88 2527
90 97 2527
90 96 2527
88 92 2527
9 7 2528
9 6 2528
98 88 2528
88 99 2528
97 96 2528
102 88 2528
103 92 2528
59 61 2529
89 88 2529
88 89 2529
88 89 2530
89 88 2530
21 20 2534
48 47 2542
48 47 2542
48 47 2543
48 63 2543
48 47 2543
48 47 2543
24 19 2544
49 50 2544
61 59 2544
61 59 2544
61 59 2544
61 59 2544
86 85 2544
128 115 2544
128 116 2544
128 130 2544
126 120 2544
6 7 2545
6 7 2545
6 10 2545
6 8 2545
68 47 2545
95 98 2545
92 103 2545
88 89 2545
97 96 2545
92 95 2545
114 113 2545
114 125 2545
0 6 2546
34 37 2546
102 90 2546
90 95 2546
90 102 2546
92 88 2546
92 93 2546
92 103 2546
120 119 2546
128 115 2546
128 116 2546
128 130 2546
128 115 2546
128 116 2546
130 119 2546
125 116 2546
125 117 2546
125 118 2546
125 123 2546
125 124 2546
125 128 2546
125 129 2546
125 130 2546
48 47 2547
48 49 2547
48 50 2547
48 47 2547
48 49 2547
88 97 2547
88 89 2547
88 101 2547
88 102 2547
88 95 2547
88 96 2547
88 103 2547
88 93 2547
88 91 2547
88 98 2547
88 92 2547
88 94 2547
88 90 2547
88 99 2547
93 88 2547
88 93 2547
117 124 2547
118 125 2547
115 128 2547
6 0 2548
6 5 2548
20 19 2548
20 30 2548
20 26 2548
20 27 2548
20 19 2548
20 32 2548
20 28 2548
20 29 2548
20 21 2548
21 20 2548
95 88 2548
102 90 2548
90 102 2548
119 120 2548
114 120 2548
131 126 2548
120 126 2548
24 19 2549
61 59 2549
47 48 2549
88 93 2549
88 92 2549
133 113 2549
7 9 2550
14 6 2550
8 7 2550
24 19 2550
21 20 2550
102 90 2550
125 118 2550
113 116 2550
113 122 2550
61 59 2551
49 50 2551
49 48 2551
49 50 2551
49 48 2551
61 50 2551
95 92 2551
102 90 2551
130 116 2551
130 119 2551
130 116 2551
0 3 2552
20 21 2552
30 20 2552
102 90 2552
102 90 2552
20 30 2553
23 19 2553
20 32 2553
97 93 2553
92 89 2553
92 88 2553
92 93 2553
93 88 2553
97 96 2554
128 115 2554
128 116 2554
128 130 2554
89 92 2557
9 7 2559
9 7 2565
30 26 2566
25 24 2567
48 49 2567
48 47 2567
20 19 2568
21 20 2568
37 34 2568
61 50 2568
48 47 2568
88 93 2568
88 92 2568
88 93 2568
88 92 2568
128 116 2568
24 19 2569
48 47 2569
48 49 2569
48 72 2569
47 63 2569
103 92 2569
92 89 2569
92 93 2569
88 102 2569
128 115 2569
128 116 2569
128 130 2569
128 115 2569
128 116 2569
128 130 2569
19 24 2570
20 21 2570
21 20 2570
61 66 2570
98 88 2570
92 103 2570
103 92 2570
1 6 2571
47 48 2571
47 48 2571
47 48 2571
47 48 2571
61 59 2571
61 59 2571
85 86 2571
85 86 2571
102 90 2571
102 90 2571
20 30 2572
20 26 2572
20 27 2572
20 19 2572
20 32 2572
20 28 2572
19 23 2572
48 47 2572
48 49 2572
48 57 2572
48 49 2572
48 50 2572
48 49 2572
48 57 2572
85 86 2572
113 130 2572
113 114 2572
113 115 2572
113 116 2572
113 117 2572
113 118 2572
113 119 2572
113 120 2572
113 121 2572
113 122 2572
113 123 2572
113 124 2572
113 133 2572
113 125 2572
113 126 2572
113 127 2572
113 128 2572
113 129 2572
113 132 2572
4 0 2573
23 19 2573
47 48 2573
59 61 2573
47 48 2573
93 88 2573
128 115 2573
128 116 2573
128 130 2573
49 50 2574
48 47 2574
88 93 2574
88 97 2574
88 89 2574
88 101 2574
88 102 2574
88 96 2574
88 103 2574
88 93 2574
88 91 2574
88 98 2574
88 94 2574
88 90 2574
88 99 2574
92 88 2574
133 113 2574
32 19 2575
61 59 2575
93 106 2575
0 3 2576
0 4 2576
0 1 2576
24 19 2576
88 97 2576
88 89 2576
88 101 2576
88 102 2576
88 95 2576
88 96 2576
88 103 2576
88 93 2576
88 91 2576
88 98 2576
88 92 2576
88 94 2576
88 90 2576
88 99 2576
128 115 2576
128 116 2576
128 130 2576
128 115 2576
128 116 2576
128 130 2576
88 89 2577
88 93 2577
93 88 2577
131 126 2577
92 88 2578
24 25 2591
47 48 2591
116 125 2591
6 7 2592
6 10 2592
6 8 2592
48 49 2592
119 113 2592
119 113 2592
7 6 2593
88 89 2593
88 101 2593
101 88 2593
113 133 2593
113 129 2593
119 120 2593
130 116 2593
116 128 2593
24 19 2594
49 50 2594
52 67 2594
52 58 2594
52 51 2594
52 60 2594
52 63 2594
52 59 2594
52 64 2594
52 56 2594
52 62 2594
52 69 2594
52 61 2594
52 55 2594
52 47 2594
52 50 2594
52 48 2594
52 66 2594
52 70 2594
54 71 2594
47 48 2594
92 88 2594
93 89 2594
93 89 2594
93 96 2594
88 101 2594
120 113 2594
113 120 2594
120 113 2594
128 130 2594
20 19 2595
20 19 2595
20 30 2595
61 64 2595
61 66 2595
57 51 2595
48 47 2595
88 89 2595
116 115 2595
116 128 2595
116 130 2595
19 23 2596
88 92 2596
97 96 2596
92 88 2596
88 103 2596
88 90 2596
90 88 2596
88 97 2596
88 89 2596
88 101 2596
88 102 2596
88 95 2596
88 96 2596
88 103 2596
88 93 2596
88 91 2596
88 98 2596
88 92 2596
88 94 2596
88 90 2596
88 99 2596
117 125 2596
117 115 2596
117 116 2596
117 118 2596
117 119 2596
117 120 2596
117 134 2596
117 121 2596
117 122 2596
117 135 2596
117 113 2596
117 123 2596
117 124 2596
117 133 2596
117 126 2596
117 127 2596
117 128 2596
117 129 2596
117 130 2596
117 132 2596
117 131 2596
133 113 2596
118 125 2596
118 115 2596
118 116 2596
118 117 2596
118 119 2596
118 120 2596
118 134 2596
118 121 2596
118 122 2596
118 135 2596
118 113 2596
118 123 2596
118 124 2596
118 133 2596
118 126 2596
118 127 2596
118 128 2596
118 129 2596
118 130 2596
118 132 2596
118 131 2596
118 113 2596
59 50 2597
88 97 2597
88 89 2597
88 101 2597
88 102 2597
88 95 2597
88 96 2597
88 103 2597
88 93 2597
88 91 2597
88 98 2597
88 92 2597
88 94 2597
88 90 2597
88 99 2597
93 92 2597
113 118 2597
113 127 2597
125 118 2597
113 117 2597
113 119 2597
113 120 2597
113 123 2597
113 125 2597
113 129 2597
128 125 2597
10 1 2598
10 1 2598
93 92 2598
93 89 2598
97 96 2598
93 92 2598
88 89 2598
93 92 2598
113 114 2598
120 113 2598
118 125 2598
116 130 2598
9 8 2599
8 9 2599
88 97 2599
88 89 2599
88 101 2599
88 102 2599
88 95 2599
88 96 2599
88 103 2599
88 93 2599
88 91 2599
88 98 2599
88 92 2599
88 94 2599
88 90 2599
88 99 2599
88 97 2599
88 89 2599
88 101 2599
88 95 2599
88 96 2599
88 103 2599
88 93 2599
88 91 2599
88 98 2599
88 92 2599
88 94 2599
88 90 2599
88 99 2599
130 116 2599
9 8 2600
9 8 2600
6 11 2600
6 7 2600
6 10 2600
6 8 2600
6 14 2600
59 55 2600
59 64 2600
59 52 2600
59 61 2600
59 55 2600
59 66 2600
59 50 2600
95 88 2600
93 106 2600
88 97 2600
88 89 2600
88 101 2600
88 102 2600
88 95 2600
88 96 2600
88 103 2600
88 93 2600
88 91 2600
88 98 2600
88 92 2600
88 94 2600
88 90 2600
88 99 2600
97 96 2600
20 19 2601
52 59 2601
59 52 2601
55 59 2602
88 89 2602
88 92 2602
88 99 2602
97 102 2602
97 90 2602
88 97 2602
88 89 2602
88 101 2602
88 95 2602
88 96 2602
88 103 2602
88 93 2602
88 91 2602
88 98 2602
88 92 2602
88 94 2602
88 90 2602
88 99 2602
88 93 2602
20 30 2618
20 19 2618
20 30 2618
114 120 2622
120 115 2623
120 126 2623
120 126 2623
30 20 2624
55 51 2624
51 55 2624
20 30 2625
20 26 2625
20 27 2625
20 19 2625
20 32 2625
20 28 2625
20 29 2625
20 30 2641
20 19 2642
59 50 2649
59 55 2649
114 120 2649
30 20 2652
48 47 2662
24 25 2663
56 51 2664
85 86 2664
85 86 2664
85 86 2664
125 116 2664
125 117 2664
125 118 2664
125 123 2664
125 124 2664
125 128 2664
125 129 2664
125 130 2664
54 71 2665
93 88 2665
93 92 2665
88 92 2665
125 113 2665
119 117 2665
119 120 2665
119 113 2665
119 123 2665
119 125 2665
119 129 2665
47 63 2666
102 95 2666
88 97 2666
88 89 2666
88 101 2666
88 102 2666
88 95 2666
88 96 2666
88 103 2666
88 93 2666
88 91 2666
88 98 2666
88 92 2666
88 94 2666
88 90 2666
88 99 2666
88 94 2666
130 125 2666
123 125 2666
129 113 2666
129 125 2666
88 93 2667
88 98 2667
88 92 2667
130 116 2667
51 55 2668
51 55 2668
95 92 2668
127 125 2668
118 120 2668
124 125 2668
4 0 2669
99 88 2669
92 88 2669
133 113 2669
133 113 2669
24 19 2670
23 19 2670
19 23 2670
61 59 2670
89 88 2670
88 97 2670
88 89 2670
88 101 2670
88 95 2670
88 96 2670
88 103 2670
88 93 2670
88 91 2670
88 98 2670
88 92 2670
88 94 2670
88 90 2670
88 99 2670
128 116 2670
128 130 2670
128 116 2670
128 130 2670
118 121 2670
48 72 2671
51 56 2672
51 56 2672
51 56 2672
51 56 2672
102 90 2672
89 93 2673
93 89 2673
89 88 2673
52 58 2675
48 47 2686
48 56 2686
48 47 2686
48 47 2686
48 47 2686
20 19 2687
48 47 2687
48 57 2687
56 51 2687
56 51 2687
130 116 2687
19 20 2688
47 63 2688
68 47 2688
98 88 2688
61 51 2689
103 92 2689
128 115 2689
128 116 2689
128 130 2689
127 125 2689
